Author#hide,publication_date#info,ID#info,title#info,keywords_thematic#multi,Keyword: Geologic Time Tier 1#multi,Keyword: Geologic Time Tier 2#multi,Keyword: Discipline Tier 1#multi,Keyword: Discipline Tier 2 Human#multi,Keyword: Discipline Tier 2 Scraped#multi,resource_url#link,DataType,resource_type#multi,description#info,Services#multi,originator_contact_org_name#info,originator_contact_email#info,Comments#info,Software >Language#info,Software >Operating System#info,Software >Version#info,Software> Licence#info,REPOSITORIES#info,originator_contact_city#info,originator_contact_state#info,originator_contact_zip#info,Repository >Mailing_Address >Country#info,Repository >Physical_Address >Street#info,Repository >Physical_Address >City/Town#info,Repository >Physical_Address >State/Province#info,Repository >Physical_Address >Zip#info,Repository >Physical_Address >Country#info,Repository >Collection Type,Repository >Curator#info,Databases >Endpoint API#info,Databases >Last Update Date#info,Databases >Funding Organization#info,#name,#img,#href
Ryan,,c4p/nsf-gov/0001630,Carnegie Museum of Natural History (Paleobotany),,,,Museums/Centers ,paleobotany ,,http://www.carnegiemnh.org/science/default.aspx?id=17572,,repository ,"Repository of paleobotanical fossils. The repository holdings include Tempskya fern from east Idaho, and a diverse collection of polished wood slabs from across the western US.",repository ,,,,,,,,4400 Forbes Avenue,Pittsburgh,Pennsylvania,15213,USA,4400 Forbes Avenue,Pittsburgh,PA,15213,USA,Vertebrate fossils,Matt Lamanna; lamanna@carnegiemnh.org,,,,Carnegie Museum of Natural History (Paleobotany),Repository.JPG,http://www.carnegiemnh.org/science/default.aspx?id=17572
Ryan,,c4p/nsf-gov/0001631,Idaho Museum of Natural History (Vertebrate Paleontology),,,,Museums/Centers ,"vertebrate, paleontology",,http://imnh.isu.edu/home/index.php/collections-and-research/earth-sciences-division/vertebrate-paleontology/,,repository ,Repository of vertebrate fossils. Search the collections or choose to browse the collections. ,repository ,,,,,,,,,,,,,,,,,,,,,,,Idaho Museum of Natural History (Vertebrate Paleontology),Repository.JPG,http://imnh.isu.edu/home/index.php/collections-and-research/earth-sciences-division/vertebrate-paleontology/
Ryan,,c4p/nsf-gov/0001632,Idaho Museum of Natural History (Paleobotany),,,,Museums/Centers ,paleobotany ,,http://imnh.isu.edu/home/index.php/collections-and-research/earth-sciences-division/paleobotany/,,repository ,Repository of paleobotanical fossils. Search the collections or choose to browse the collections. ,repository ,,,,,,,,,,,,,,,,,,,,,,,Idaho Museum of Natural History (Paleobotany),Repository.JPG,http://imnh.isu.edu/home/index.php/collections-and-research/earth-sciences-division/paleobotany/
Ryan,,c4p/nsf-gov/0001633,The University of Montana (Vertebrates),,,,Museums/Centers ,"vertebrates, paleontology ",,http://www.cas.umt.edu/paleontology/browseCollections.cfm?collectionID=UMVP,,repository ,Repository of vertebrate fossils. Search the collections or choose to browse the collections. ,repository ,,,,,,,,,,,,,,,,,,,,,,,The University of Montana (Vertebrates),Repository.JPG,http://www.cas.umt.edu/paleontology/browseCollections.cfm?collectionID=UMVP
,,c4p/nsf-gov/0001634,The University of Montana (Paleobotany),,,,Museums/Centers ,paleobotany ,,http://www.cas.umt.edu/paleontology/browseCollections.cfm?collectionID=UMPB,,repository ,Repository of paleobotanical fossils. Search the collections or choose to browse the collections. ,repository ,,,,,,,,,,,,,,,,,,,,,,,The University of Montana (Paleobotany),Repository.JPG,http://www.cas.umt.edu/paleontology/browseCollections.cfm?collectionID=UMPB
Kaleb,,c4p/nsf-gov/0001159,WAISCORES,"core, C, Greenland, image, satellite, ice, water, Antarctica",,,Cryology,"paleoclimatology, climatology, glaciology, paleoclimatology, isotope geoscience, polar research","satellite, Glaciology, Analysis, data, Data, Resources",http://nsidc.org/data/waiscores/data.html,,"repository, database","An Antarctic core repository and database of information from Siple Dome drill site. Searchable by core, project manager, chemistry data, density data, depth-age scales, gas measurements, stable isotope data, temperature data, etc.",,,,,,,,,"Box 25046, MS-975, One Denver Federal Center",Denver,Colorado,80225,USA,"Building 810, entry S-25, one Denver Federal Center",Denver,CO,80225,USA,Antarctic and Arctic Ice Cores,"Geoffrey Hargreaves, ghargreaves@usgs.gov",,,,WAISCORES,Repository.JPG,http://nsidc.org/data/waiscores/data.html
Kaleb,,c4p/nsf-gov/0001208,National Geothermal Data System,"applications, models, well, application, images, geographic",,,Geochemistry,"marine geoscience, scientific drilling, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources","data, Energy, environmental, exploration, Glacial, Data, Resources, metadata",http://geothermaldata.org/,,"repository, database","Database and repository for geothermal data, images, publications, etc. Search content by category, format, author, metadata, etc.",,,,,,,,,,,,,,,,,,,,,,,,National Geothermal Data System,Repository.JPG,http://geothermaldata.org/
Kaleb,,c4p/nsf-gov/0001219,NAVDAT,"map, satellite, United States, Mesozoic, visualization, analytical, Cenozoic, samples, images",,"Cenozoic, Mesozoic",Geochemistry,"geochemistry, mineralogy, petrology, isotope geoscience, tectonics, geodynamics, geology, geophysics, exploration geophysics, gechronology","visualization, satellite, isotopic, data, tectonics, igneous, ore, Data, Resources, metadata",http://www.navdat.org/,,"repository, database","A database acting as a repository for age, chemical and isotopic data from Mesozoic, and younger igneous rocks in western North America. Almost 65,000 samples, and over a million chemical values are available. Visualization tools such as space-time animations and time-animated geochemical diagrams are included.",,,,,,,,,,,,,,,,,,,,,,,,NAVDAT,Repository.JPG,http://www.navdat.org/
Kaleb,,c4p/nsf-gov/0001414,ND State Fossil Collection,"images, Windows",,,Paleobiolology,"mammal paleobiology, biodiversity, paleontology, paleobiology, paleoecology, paleorecord, ecology,  evolutionary biology","data, Data, Resources, Paleontology",https://www.dmr.nd.gov/ndfossil/Collections/Collection.asp,,"repository, database","A 100,000 piece fossil collection and catalog of the North Dakota Geological Survey. A Microsoft Access-based database is used to catalog and search entries in the collection.",,,,,,,,,,,,,,,,,,,,,,,,ND State Fossil Collection,Repository.JPG,https://www.dmr.nd.gov/ndfossil/Collections/Collection.asp
Ryan,,c4p/nsf-gov/0001417,Morphobank,"images, mammal, Triassic, Cretaceous",,Triassic,Paleobiolology,"paleontology, geology, organismal biology, systematics",Atmospheric,http://www.morphobank.org,,"repository, database","A database and repository of phylogenetic, cladstic, and morphologic data. The database includes phylogenetic matrices, images, and desktop programs.","morphological data  phylogenetic characters and matrices, images of morphology, histological data, etc;",Nancy Simmons,,,,,,,,,,,,,,,,,,,,,,Morphobank,Repository.JPG,http://www.morphobank.org
Kaleb,,c4p/nsf-gov/0001463,Arizona Geological Survey Core Repository,"core, drill, facility, drilling, samples, East",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ","mining, Geology, resources, exploration, drilling, Resources, Metadata",http://repository.azgs.az.gov/uri_gin/azgs/dlio/921,,"repository, database","A geological core database and physical sample repository searchable by permit, county, field, core number, formation, and location in Arizona.",,,,,,,,,,,,,,,,,,,,,,,,Arizona Geological Survey Core Repository,Repository.JPG,http://repository.azgs.az.gov/uri_gin/azgs/dlio/921
Kaleb,,c4p/nsf-gov/0001474,Mississippi State Core Repository,"C, R, East",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, geochemistry","Petroleum, Exploration, Resources",http://www.ogb.state.ms.us/logsearch.php,,"repository, database","A repository and databse for geologic drill-cores. The collection is searchable by county, operator name, field name, API number, log type, well name, date range, etc.",,,,,,,,,,,,,,,,,,,,,,,,Mississippi State Core Repository,Repository.JPG,http://www.ogb.state.ms.us/logsearch.php
Kaleb,,c4p/nsf-gov/0001491,New Mexico Subsurface Data and Core Libraries,"core, material, GIS, geology, facility, well, analysis, collections, water, maps, stratigraphic, source, samples, cores, images, analytical, geologic",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ","Nuclear, Petroleum, Subsurface, engineering, Resources, Mining, Geology, Regional, petroleum, Mapping, subsurface, Data, Geochronology, mining, GIS, geology, Analysis, Exploration, data, Petrology, Energy, analysis, Economic, exploration",http://geoinfo.nmt.edu/libraries/subsurface/home.html,,"repository, database","A repository and database of oil, gas, and mining cores, maps, and cuttings from New Mexico geological exploration efforts. The data on file includes cuttings, records, driller's logs, geophysical logs, sample descriptions and logs, petroleum exploration maps, pool maps, production data, geologic maps, petroleum-related publications, core analysis, and drill-stem test records.",,,,,,,,,,,,,,,,,,,,,,,,New Mexico Subsurface Data and Core Libraries,Repository.JPG,http://geoinfo.nmt.edu/libraries/subsurface/home.html
Kaleb,,c4p/nsf-gov/0001492,New Mexico Mines Database,"topography, facility, stratigraphy, economic, geologic, oceanic, maps, source, geographical, map, material, GIS, samples, geology, models, regional, United States, water, applications, ecological, drilling, stratigraphic, change, topographic, well, analysis, drill, model, sediment",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ","topography, mineralogy, Nuclear, energy, Petroleum, stratigraphy, Subsurface, engineering, Geochemistry, subsurface, tectonics, Resources, Mining, Geology, Regional, petroleum, Mapping, Environmental, geochemistry, Ore, Data, resources, Geochronology, mining, GIS, geology, regional, Analysis, environmental, economic, Exploration, drilling, ore, data, structural, hydrology, Petrology, igneous, Energy, analysis, Economic, exploration",http://geoinfo.nmt.edu/resources/minerals/mines_database.html,,"repository, database","Database and repository of published and unpublished data on New Mexico mines, mining districts, deposits, mineral occurrences, and mills since 1927. Organized into eight main tables: mines, districts, samples, drillhole, mineral occurences, and mills. Defined by mine ID.",,,,,,,,,,,,,,,,,,,,,,,,New Mexico Mines Database,Repository.JPG,http://geoinfo.nmt.edu/resources/minerals/mines_database.html
Kaleb,,c4p/nsf-gov/0001493,National Uranium Resource Evaluation Data (NURE),"map, United States, GIS, Permian, geology, sedimentological, regional, mapping, Eocene, water, maps, analytical, geologic, sediment, drilling",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ","Nuclear, energy, Petroleum, Subsurface, Geochemistry, Resources, Mining, Geology, Regional, Mapping, Environmental, geochemistry, Data, resources, Geochronology, GIS, geology, regional, mapping, Analysis, environmental, Exploration, drilling, data, Petrology, Energy",http://geoinfo.nmt.edu/libraries/nure/home.html,,"repository, database","Database and repository of geochemical surveys, geologic maps, geophysical surveys, quadrangle assessments, geologic investigations, and drilling project datum. Data integrated with regional geologic maps.",,,,,,,,,,,,,,,,,,,,,,,,National Uranium Resource Evaluation Data (NURE),Repository.JPG,http://geoinfo.nmt.edu/libraries/nure/home.html
Kaleb,,c4p/nsf-gov/0001494,South Dakota Geological Survey Water Quality Database,,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, hydrology, geochronology, natural natural resources, ",,http://www.sddenr.net/waterdb/,,"repository, database","Database and repository of water well logs in South Dakota. Searchable by aquifer, basin, collection date, county, location, project manager, project name, sample number, etc.",,,,,,,,,,,,,,,,,,,,,,,,South Dakota Geological Survey Water Quality Database,Repository.JPG,http://www.sddenr.net/waterdb/
Kaleb,,c4p/nsf-gov/0001495,South Dakota Geological Survey Lithologic Logs Database,,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, geochemistry",,http://www.sddenr.net/lithdb/,,"repository, database","Database and repository of lithologic well logs in South Dakota. Searchable by aquifer, basin, geologist, county, location, project, depth, company, method, etc.",,,,,,,,,,,,,,,,,,,,,,,,South Dakota Geological Survey Lithologic Logs Database,Repository.JPG,http://www.sddenr.net/lithdb/
Kaleb,,c4p/nsf-gov/0001496,South Dakota Geological Survey Oil and Gas Database,"C, East",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ",,http://www.sddenr.net/sdoil/,,"repository, database","Database and repository of petroleum well logs in South Dakota. Searchable by API number, permit ID, county, well name, range, formation, operator name, well type, etc.",,,,,,,,,,,,,,,,,,,,,,,,South Dakota Geological Survey Oil and Gas Database,Repository.JPG,http://www.sddenr.net/sdoil/
Kaleb,,c4p/nsf-gov/0001497,South Dakota Geological Survey Core and Cuttings Repository,,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ",,http://www.sddenr.net/core/,,"repository, database","Database and repository of geologic well core and cuttings logs in South Dakota. Searchable by API number, well name, county, state, location, shelf location, depth, core, etc.",,,,,,,,,,,,,,,,,,,,,,,,South Dakota Geological Survey Core and Cuttings Repository,Repository.JPG,http://www.sddenr.net/core/
Kaleb,,c4p/nsf-gov/0001499,West Virginia Oil and Gas Well Data System,"core, source, material, well, water, maps, applications, drilling, samples, stratigraphic, cores",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ","subsurface, data, Stratigraphy, Environmental, Economic, drilling, Data",http://www.wvgs.wvnet.edu/www/services/servogdt.htm,,"repository, database","A database and repository consiting of location, completion/owner, pay/shows/water, stratigraphy, production, plug, mechanical log catalog, and well sample/core data on oil and gas exploration in West Virginia. The data types are all keyed on the county code and permit number.",relational,,,,,,,,,,,,,,,,,,,,,,,West Virginia Oil and Gas Well Data System,Repository.JPG,http://www.wvgs.wvnet.edu/www/services/servogdt.htm
