Component Name#info,System,URL#link,Component Description#info,Source,Component Type#multi,Function#multi,Maturity/status,Domain Community#multi,Steward Organization,References-Text#info,Protocols#multi,InterchangeFormats#multi,InputFileFormat#multi,Input parameters#multi,Output file format#multi,InformationModels#multi,Implementation#multi,TimeToLive#info,#name,#img,#href
Shoreline Metadata Profile,,http://www.fgdc.gov/standards/projects/FGDC-standards-projects/metadata/shoreline-metadata/,"Providing the format and content for describing data sets related to shoreline and other coastal data sets, this profile complies with the FGDC/CSDGM standard.",High level inventory Pivot Viewer,Specification,DCC,Conceptual,Marine Geology,Digital Curation Centre,,,,,,,,,,Shoreline Metadata Profile,globe.jpg,http://www.fgdc.gov/standards/projects/FGDC-standards-projects/metadata/shoreline-metadata/
SIAM,Monterey Ocean Observing System,http://www.mbari.org/moos/siam/docs/index.html,"MBARI's Software Infrastructure and Applications for MOOS (""SIAM"") provides a framework for seamless integration of self-describing, plug-and-work instruments into the observatory, remote instrument control from shore, data acquisition and telemetry, autonomous system management, and autonomous event detection and response. SIAM is a data acquisition architecture and driver model in Java. SIAM drivers are existing for various serially connected instruments, including CTD and ADCP.(http://www.mbari.org/moos/siam/siam.htm)",Original CIComponent Compilation,Instrument interface,hardware controller,Operational,,,,,,,,,,,,SIAM,globe.jpg,
Sigma EE Configuration Language,,http://vocab.deri.ie/sigma,This is a draft for the Sigma EE Configuration Language.,NotDocumented,Vocabulary,information exchange,Unknown,Various,Digital Enterprise Research Institute,,,,,,,,,,Sigma EE Configuration Language,vocabulary.jpg,http://vocab.deri.ie/sigma
Sindice Search Vocabulary,,http://sindice.com/developers/queryLanguage#Querylanguages-Keywordquery,"A vocabulary for ranked search results, for use in the Sindice API.",NotDocumented,Vocabulary,information exchange,Unknown,Data Systems,Digital Enterprise Research Institute,,,,,,,,,,Sindice Search Vocabulary,vocabulary.jpg,http://vocab.deri.ie/search
Single Sign on,iPlant,http://www.iplantcollaborative.org/user,provides federated access to iPlant services without explicitly transmitting user credentials,Original CIComponent Compilation,Component,authentication,,,iPlant,"Goff et al., 2011, The iPlant collaborative:cyberinfrastructure for plant biology: Frontiers in Plant Scinece, www.frontiersin.org, Volume 2, Article 34, doi: 10.3389/fpls.2011.00034.",HTTP API,,,,,,Shibboleth,,Single Sign on,globe.jpg,"Goff et al., 2011"
Single Sign on/ user management,GEOSS,http://geossregistries.info/geosspub/,"A focus of AIP-7 is to have user registration required once, resulting in some kind of digital identification to be used repeatedly by the registered data user in a single sign-on (SSO) scenario. This strategy may have an expiration date associated with the digital identification, requiring some sort of renewal process. Provides user registration and single sign-on, along with user data access and use metrics. Appropriate services are exposed through a GCI component and data provider interfaces.(https://earthobservations.org/documents/cfp/201403_geoss_cfp_aip7_architecture.pdf)",Original CIComponent Compilation,Component,authentication,,,GEOSS,,OpenID | SAML2,,,,,,"OpenID, Shibboleth (SAML  based)",,Single Sign on/ user mangement,globe.jpg,OGC AIP-7 Architecture report
SlideShare,,www.slideshare.net,"SlideShare is a Web 2.0 based slide hosting service. Users can upload files privately or publicly in the following file formats: PowerPoint, PDF, Keynote or OpenDocument presentations. Slide decks can then be viewed on the site itself, on hand held devices or embedded on other sites. Launched on October 4, 2006, the website is considered to be similar to YouTube, but for slideshows.The website was originally meant to be used for businesses to share slides among employees more easily, but it has since expanded to also become a host of a large number of slides that are uploaded merely to entertain.Although the website is primarily a slide hosting service, it also supports documents, PDFs, videos and webinars. SlideShare also provides users the ability to rate, comment on, and share the uploaded content. (http://en.wikipedia.org/wiki/SlideShare)",Original CIComponent Compilation,Cloud Platform,,,,,,,,,,,,,,SlideShare,globe.jpg,
SoilML,,http://eusoils.jrc.ec.europa.eu/esdb_archive/eusoils_docs/Poster/montanarella_EGU2010_XML.pdf,"p a global soil information standard, to be called SoilML, that would allow access and use of data across a broad range of international initiatives (such as GEOSS and INSPIRE) as well as supporting national, regional and local data interoperability and integration.",High level inventory Pivot Viewer,Information Model,,Planned,Soils,European Soil Data Centre,,,,,,,,,,SoilML,informationModel.jpg,http://eusoils.jrc.ec.europa.eu/esdb_archive/eusoils_docs/Poster/montanarella_EGU2010_XML.pdf
Solarwinds Orion/Network Performance Monitor,,http://www.solarwinds.com/network-performance-monitor.aspx,"allows you to quickly detect, diagnose, and resolve network performance issues and outages",Original CIComponent Compilation,Server application,reporting,Operational,,Solarwinds,,,,,,,,,,Solarwinds Orion/Network Performance Monitor,webclient.jpg,
SOLR,,http://lucene.apache.org/solr/,Search engine; configure with index schema,Original CIComponent Compilation,Component,,,,,,,,,,,,,,SOLR,globe.jpg,
SOS -Sensor Observation Service,,http://www.opengeospatial.org/standards/sos,"This tool uses the Observations and Measurements standard to define a Web service interface which allows querying observations, sensor metadata, as well as representations of observed features.",High level inventory Pivot Viewer,Specification,DCC,Unknown,Data Systems,Digital Curation Centre,,,,,,,,,,SOS -Sensor Observation Service,globe.jpg,http://www.opengeospatial.org/standards/sos
SoTerML Soil and Terrain Markup Language,,http://www.isric.org/specification/SoTerML.xsd,"SoTerML (Soil and Terrain Markup Language) is a developing markup lanuage to be used to store and exchange soil and terrain related data. SoTerML is as an extension of GeoSciML for SOTER model compliant with ISO/TC190/SC 1 N140 ""Recording and Exchange of Soil-Related Data"" (Source: OGC)",NotDocumented,Interchange Format,,AdHoc,Soil Science,e-SOTER Regional pilot platform as EU contribution to a Global Soil Observing System,,,,,,,,,,SoTerML Soil and Terrain Markup Language,globe.jpg,http://www.isric.org/specification/SoTerML.xsd
Southern Oligotrophic Gyre,,http://noc.ac.uk/observatories/sog,"The SOG mooring was deployed from the RRS James Clark Ross on 9th May 2014 at 21:05UTC, Cruise ID is JR20140501. The best estimates for anchor position and depth are 18Â° 33'.3865 S, 025Â° 05'.4561 W and 5,252m. Comprising a sediment trap mooring with current sensors and a deep microcat it is situated in the middle of the least productive gyre in the South Atlantic. In contrast to NOG, a similar mooring in the Northern Oligotrophic Gyre, it is not influenced by dust supply. This observatory forms part of the FixO3 network of observatories.",NotDocumented,Platform,,Not Evaluated,Oceanography,National Oceanography Centre,,,,,,,,,,Southern Oligotrophic Gyre,globe.jpg,http://noc.ac.uk/observatories/sog
SPADE-2 - Soil Profile Analytical Database,,http://eusoils.jrc.ec.europa.eu/projects/spade/spade2.html,"The original Soil Profile Analytical Database included in the European Soil Database (ESDB), known as SPADE-1 database, has limitations when applying models in a Pan-European context. SPADE-2 was developed to derive appropriate characterisation of soil profile data for Soil Typological Units (STUs) in the Soil Geographical Database of the ESDB (Hollis et al., 2006). SPADE 2 aims to provide sufficient soil property data to support higher tier modeling of pesticide fate at the European level. Data supplied by each country were based on the national data archives and, for some parameters, particularly particle-size distribution, the analytical techniques used varied slightly from country to country. The raw data supplied by national data providers has thus been harmonised and validated to provide a single data file (SPADE_2.dbf) that can be easily used in conjunction with the SGDBE. Harmonisation of particle-size data was carried out using a monotonic cubic spline interpolation procedure. Validation analyses have been carried out to ensure that any problems related to the harmonisation procedure were identified and corrected and that the range and population distributions of all parameters were consistent with expected patterns and ranges. Unusual outliers within parameter data sets were identified and, if necessary, corrected. As a result of the limitations of the SPADE-1 profile data for use in modelling at the European level, the European Crop Protection Association (ECPA), supported by the European Soil Bureau of the European Commission Joint Research Centre have sponsored the collation of a second profile database (SPADE-2) for use with the SGDBE. The overall objective was to provide sufficient soil property data to support higher tier modelling of pesticide fate at the European level.",NotDocumented,Database,,Community-Established,Soil Science,European Soil Bureau (ESBN),,,,,,,,,,SPADE-2 - Soil Profile Analytical Database,database.jpg,http://eusoils.jrc.ec.europa.eu/projects/spade/spade2.html
SPADE/M - Soil Profile Analytical Database of Europe of Measured parameters,,http://eusoils.jrc.ec.europa.eu/projects/spade/spadeM.html,The Soil Profile Analytical Database of Europe of Measured parameters (SPADE/M) is part of the distribution package of the Soil Geographic Database of Eurasia (SGDBE). It was created to provide a common structure for storing standardized information on typical soil profile properties of major European soils. The criterion applied to include a profile in the database was to adequately cover the range of European soils rather than to sample profiles for a statistical representation of soil properties at European scale. The typical combinations of profile parameters and morphological characteristics of the sample site were intended to support the definition of generalized rules for estimating pedological and hydrological properties of the pedo-transfer rule (PTR) database of the SGDBE. Compared to the spatial database the information on measured profiles has received relatively little attention,NotDocumented,Database,,Community-Established,Soil Science,European Soil Bureau (ESBN),,,,,,,,,,SPADE/M - Soil Profile Analytical Database of Europe of Measured parameters,database.jpg,http://eusoils.jrc.ec.europa.eu/projects/spade/spadeM.html
sparqlPuSH vocabulary,,https://code.google.com/p/sparqlpush/,Vocabulary used in sparqlPuSH - http://code.google.com/p/sparqlpush/,NotDocumented,Vocabulary,information exchange,Unknown,Various,Digital Enterprise Research Institute,,,,,,,,,,sparqlPuSH vocabulary,vocabulary.jpg,http://vocab.deri.ie/sparqlpush
Spatial Information System (SIS),,http://sis.apache.org/,"Apache Spatial Information System (SIS) is a free software, Java language library for developing geospatial applications. SIS enables better representation of coordinates for searching, data clustering, archiving, or any other relevant spatial needs. The library is an implementation of GeoAPI 3.0 interfaces and can be used for desktop or server applications. SIS provides data structures for geographic data and associated metadata along with methods to manipulate those data structures. The SIS metadata module forms the base of the library and enables the creation of metadata objects which comply with the ISO 19115 metadata model and which can be read from or written to ISO 19139 compliant XML documents. The SIS referencing module will enable the construction of geodetic data structures for geospatial referencing based on the ISO 19111 model such as axis, projection and coordinate reference system definitions, along with the associated operations which enable the mathematical conversion of coordinates between different systems of reference. The SIS storage modules will provide a common approach to the reading and writing of grid coverages applicable to simple imagery as to many dimensional data structures",StephenRichard,Software library,software development,Community-Established,Geospatial,Apache Software Foundation,,,,,,,,,,Spatial Information system,globe.jpg,http://sis.apache.org/
